 [2.570445,  4479,  11513.023427009583] 
 [2.570445,  833632,  2142805.256866455] 
 [2.570445,  816908,  2099817.133670807] 
 [2.570445,  7067,  18165.335244178772] 
 [2.570445,  2059,  5292.54638004303] 
